business_title,business_address,business_phone,business_city,state,zipcode,business_website,business_emails
Ricepot Thai Cookhouse,"1972 86th St\, Brooklyn\, NY 11214",(914) 276-5630,1972 86th St, Brooklyn,11214,ricepotnyc.com,-
18 Stars Kitchen,"8515 18th Ave\, Brooklyn\, NY 11214",(718) 256-0218,8515 18th Ave, Brooklyn,11214,N/A,-
Istanbul Bay,"2202 86th St\, Brooklyn\, NY 11214",(718) 714-4300,2202 86th St, Brooklyn,11214,istanbulbay.com,-
Chris\'s,"1866 86th St\, Brooklyn\, NY 11214",(347) 462-3755,1866 86th St, Brooklyn,11214,chrissrestaurant.com,-
China Garden,"2014 Bath Ave\, Brooklyn\, NY 11214",(718) 333-9898,2014 Bath Ave, Brooklyn,11214,brooklynchinagarden.com,-
Great Wall,"7614 18th Ave\, Brooklyn\, NY 11214",(718) 837-3311,7614 18th Ave, Brooklyn,11214,gogreatwall.net,-
Five Guys,"1628 Shore Pkwy\, Brooklyn\, NY 11214",(347) 587-8095,1628 Shore Pkwy, Brooklyn,11214,restaurants.fiveguys.com,-
Panino Rustico of Bensonhurst,"8222 17th Ave\, Brooklyn\, NY 11214",(718) 236-6343,8222 17th Ave, Brooklyn,11214,paninorustico.com,-
Prestige Restaurant and Lounge,"2402 86th St\, Brooklyn\, NY 11214",(718) 971-1106,2402 86th St, Brooklyn,11214,prestige-restaurant-lounge.com,-
El Jefe Mexican Restaurant,"17-08 Bath Ave\, Brooklyn\, NY 11214",(917) 522-1864,17-08 Bath Ave, Brooklyn,11214,N/A,-
Eastern,"2008 Cropsey Ave\, Brooklyn\, NY 11214",(718) 946-8888,2008 Cropsey Ave, Brooklyn,11214,N/A,-
MINY Village Restaurant 新粤旺,"8510 20th Ave\, Brooklyn\, NY 11214",(718) 714-1188,8510 20th Ave, Brooklyn,11214,N/A,-
Benson Eating Station,"2435 86th St\, Brooklyn\, NY 11214",(718) 266-8988,2435 86th St, Brooklyn,11214,N/A,-
Nagoya Fusion,"1948 86th St\, Brooklyn\, NY 11214",N/A,1948 86th St, Brooklyn,11214,N/A,-
Cafe Gossip,"1687 86th St\, Brooklyn\, NY 11214",(718) 975-4688,1687 86th St, Brooklyn,11214,cafegossip.us,-
El Pollo III,"8603 18th Ave\, Brooklyn\, NY 11214",(718) 256-0753,8603 18th Ave, Brooklyn,11214,grubhub.com,-
Kushi Asian Fusion,"1934 86th St\, Brooklyn\, NY 11214",(718) 975-3588,1934 86th St, Brooklyn,11214,kushijapanese.com,-
China City II,"1732 86th St\, Brooklyn\, NY 11214",(718) 234-2885,1732 86th St, Brooklyn,11214,N/A,-
Ichi Sushi,"2040 86th St\, Brooklyn\, NY 11214",(718) 373-2929,2040 86th St, Brooklyn,11214,N/A,-
Jireh,"8715 18th Ave\, Brooklyn\, NY 11214",(718) 256-5433,8715 18th Ave, Brooklyn,11214,N/A,-
Kung Fu,"1950 Bath Ave\, Brooklyn\, NY 11214",(718) 265-4488,1950 Bath Ave, Brooklyn,11214,kungfuny.com,-
Hunan Wok,"1974 86th St\, Brooklyn\, NY 11214",(718) 714-0061,1974 86th St, Brooklyn,11214,N/A,-
Fu Yuan Kitchen,"2021 86th St\, Brooklyn\, NY 11214",(718) 618-0963,2021 86th St, Brooklyn,11214,N/A,-
Chipotle Mexican Grill,"2076 86th St\, Brooklyn\, NY 11214",(347) 394-5095,2076 86th St, Brooklyn,11214,chipotle.com,-
KHORASAN KABAB & GYRO,"1947 Bath Ave\, Brooklyn\, NY 11214",(347) 312-7777,1947 Bath Ave, Brooklyn,11214,khorasankababgyro.com,-
Joy Luck,"2050 86th St\, Brooklyn\, NY 11214",(718) 996-3838,2050 86th St, Brooklyn,11214,N/A,-
The Legend Cafe House,"8140 New Utrecht Ave\, Brooklyn\, NY 11214",(718) 259-6888,8140 New Utrecht Ave, Brooklyn,11214,N/A,-
Farmer\'s,"1692 86th St\, Brooklyn\, NY 11214",(718) 236-8883,1692 86th St, Brooklyn,11214,farmersrestaurantny.com,-
Little House Restoran,"2012 86th St\, Brooklyn\, NY 11214",(929) 370-3703,2012 86th St, Brooklyn,11214,business.site,-
Los Carrillos Restaurante,"1708 86th St\, Brooklyn\, NY 11214",(718) 872-5999,1708 86th St, Brooklyn,11214,N/A,-
Brooklyn Barbecue House,"8515 18th Ave\, Brooklyn\, NY 11214",(718) 256-0218,8515 18th Ave, Brooklyn,11214,N/A,-
New Forest Cafe,"7617 New Utrecht Ave\, Brooklyn\, NY 11214",(718) 331-8833,7617 New Utrecht Ave, Brooklyn,11214,newforestcafe.com,-
No 1,"8506 21st Ave\, Brooklyn\, NY 11214",(718) 333-2166,8506 21st Ave, Brooklyn,11214,N/A,-
Subway,"1864 86th St\, Brooklyn\, NY 11214",(718) 259-8800,1864 86th St, Brooklyn,11214,restaurants.subway.com,-
Taco Bell,"1977 86th St\, Brooklyn\, NY 11214",(929) 480-6653,1977 86th St, Brooklyn,11214,locations.tacobell.com,-
Pino Pizza,"2025 Bath Ave\, Brooklyn\, NY 11214",(718) 996-9750,2025 Bath Ave, Brooklyn,11214,pinopizzamenu.com,-
Gyro Mania,"2151 Bath Ave\, Brooklyn\, NY 11214",(718) 676-2262,2151 Bath Ave, Brooklyn,11214,business.site,-
Wendy\'s,"1602 Shore Pkwy\, Brooklyn\, NY 11214",(718) 747-9002,1602 Shore Pkwy, Brooklyn,11214,locations.wendys.com,-
Pizza Den,"8521 18th Ave\, Brooklyn\, NY 11214",(718) 837-1691,8521 18th Ave, Brooklyn,11214,N/A,-
Bismillah Kabab House,"2160 Bath Ave\, Brooklyn\, NY 11214",(718) 487-9592,2160 Bath Ave, Brooklyn,11214,N/A,-
Superior Wonton Noodles,"2145 86th St\, Brooklyn\, NY 11214",(718) 683-5893,2145 86th St, Brooklyn,11214,N/A,-
Papa Johns Pizza,"1654 86th St\, Brooklyn\, NY 11214",(718) 256-7272,1654 86th St, Brooklyn,11214,locations.papajohns.com,-
La Chacra Restaurant,"1928 Bath Ave\, Brooklyn\, NY 11214",(718) 758-5488,1928 Bath Ave, Brooklyn,11214,lachacraonline.com,-
New Bay Restaurant,"2208 86th St\, Brooklyn\, NY 11214",N/A,2208 86th St, Brooklyn,11214,N/A,-
Kasumi Sushi & BBQ,"1870 86th St\, Brooklyn\, NY 11214",(718) 790-4791,1870 86th St, Brooklyn,11214,kasumimenu.com,-
Ajimi,"8500 18th Ave\, Brooklyn\, NY 11214",(718) 650-5588,8500 18th Ave, Brooklyn,11214,N/A,-
McDonald\'s,"2413 86th St\, Brooklyn\, NY 11214",(718) 372-9098,2413 86th St, Brooklyn,11214,mcdonalds.com,-
Pizza D\'Amore,"8949 Bay Pkwy\, Brooklyn\, NY 11214",(718) 266-4433,8949 Bay Pkwy, Brooklyn,11214,pizzadamorenyc.com,-
Popeyes Louisiana Kitchen,"2010 86th St\, Brooklyn\, NY 11214",(718) 373-1061,2010 86th St, Brooklyn,11214,popeyes.com,-
La Bella Pizza Express,"2178 86th St\, Brooklyn\, NY 11214",(718) 866-1881,2178 86th St, Brooklyn,11214,labellapizzaexpressmenu.com,-
Mtskheta Cafe,"2568 86th St\, Brooklyn\, NY 11214",(718) 676-1868,2568 86th St, Brooklyn,11214,facebook.com,-
PokéBowl Station + Mars Tea - Bensonhurst,"2037 86th St\, Brooklyn\, NY 11214",(718) 795-5828,2037 86th St, Brooklyn,11214,pokebowlstation.com,-
New Choi Fook,"2050 86th St\, Brooklyn\, NY 11214",(718) 975-2818,2050 86th St, Brooklyn,11214,N/A,-
La Bella Pizza,"8509 20th Ave\, Brooklyn\, NY 11214",(718) 373-0008,8509 20th Ave, Brooklyn,11214,orderlabellapizzabrooklyn.com,-
Ninja Sushi,"2274 86th St\, Brooklyn\, NY 11214",(718) 757-7997,2274 86th St, Brooklyn,11214,ninja86.com,-
Happy Salad 三喜餐厅,"1912 86th St\, Brooklyn\, NY 11214",(718) 559-0326,1912 86th St, Brooklyn,11214,happysalad1912.com,-
Imperial Roaster Inc. 煌庭美食,"2310 86th St\, Brooklyn\, NY 11214",(718) 210-1780,2310 86th St, Brooklyn,11214,N/A,-
New HK Tea & Sushi,"2033 86th St\, Brooklyn\, NY 11214",(718) 265-7800,2033 86th St, Brooklyn,11214,m.facebook.com,-
Taste Of China,"7824 20th Ave\, Brooklyn\, NY 11214",(718) 256-3838,7824 20th Ave, Brooklyn,11214,tasteofchinabrooklynny.com,-
Bad Boys Pizza,"2358 80th St\, Brooklyn\, NY 11214",(718) 266-4848,2358 80th St, Brooklyn,11214,menupages.com,-
86th Street Deli & Grill,"1981 86th St\, Brooklyn\, NY 11214",(718) 676-7599,1981 86th St, Brooklyn,11214,s.allsetnow.com,-
Taco LOPEZ,"8438 New Utrecht Ave\, Brooklyn\, NY 11214",(929) 304-9394,8438 New Utrecht Ave, Brooklyn,11214,taco-lopez.edan.io,-
Ten Seconds Yunnan Rice Noodle,"2059 86th St\, Brooklyn\, NY 11214",(917) 789-9769,2059 86th St, Brooklyn,11214,10snoodles86.com,-
18th Ave Cafe G,"8611 18th Ave\, Brooklyn\, NY 11214",(646) 340-8230,8611 18th Ave, Brooklyn,11214,brooklyngeorgiancuisine.com,-
Empire Taco China,"2807 Cropsey Ave\, Brooklyn\, NY 11214",(718) 372-8888,2807 Cropsey Ave, Brooklyn,11214,empiretacochina.com,-
Qu Shing,"2117 86th St\, Brooklyn\, NY 11214",(917) 933-4402,2117 86th St, Brooklyn,11214,N/A,-
LaoJie Hotpot,"2314 86th St\, Brooklyn\, NY 11214",(718) 887-9887,2314 86th St, Brooklyn,11214,N/A,-
Fuel Fever,"8615 18th Ave\, Brooklyn\, NY 11214",(718) 259-8448,8615 18th Ave, Brooklyn,11214,fuelfeverbk.com,-
Tony Pepperoni,"7502 18th Ave Ste 1\, Brooklyn\, NY 11214",(718) 484-8073,7502 18th Ave Ste 1, Brooklyn,11214,tonypepperonipizzeriamenu.com,-
Little Saigon Pearl,"9 Bay 35th St\, Brooklyn\, NY 11214",(718) 996-8808,9 Bay 35th St, Brooklyn,11214,orderlittlesaigonpearl.com,-
Tacos el Poblanito 2 food truck,"7502 New Utrecht Ave\, Brooklyn\, NY 11214",(929) 536-8467,7502 New Utrecht Ave, Brooklyn,11214,N/A,-
Doroj Fried Chicken & Pizza,"2637 86th St\, Brooklyn\, NY 11223",(718) 265-2540,2637 86th St, Brooklyn,11223,dorojchickenpizza.com,-
Tacos Mi Ranchito,"86Street\, 24th Ave\, 11214",(929) 402-5798,86Street, ,11214,N/A,-
Tacos Los Primos,"7817 17th Ave\, Brooklyn\, NY 11214",(929) 289-8671,7817 17th Ave, Brooklyn,11214,tacoslosprimos.com,-
KLC Cafe,"1946 86th St\, Brooklyn\, NY 11214",(718) 722-1388,1946 86th St, Brooklyn,11214,N/A,-
Crepe factory,"1934 Bath Ave\, Brooklyn\, NY 11214",(718) 559-8749,1934 Bath Ave, Brooklyn,11214,N/A,-
DunHuang敦煌兰州拉面,"8421 20th Ave\, Brooklyn\, NY 11214",(347) 622-4246,8421 20th Ave, Brooklyn,11214,N/A,-
Las Chelitas,"7312 13th Ave\, Brooklyn\, NY 11228",(347) 909-7110,7312 13th Ave, Brooklyn,11228,laschelitas.com,-
Five Guys,"284 7th Ave\, Brooklyn\, NY 11215",(718) 499-9380,284 7th Ave, Brooklyn,11215,restaurants.fiveguys.com,-
Provini,"1302 8th Ave\, Brooklyn\, NY 11215",(718) 369-2154,1302 8th Ave, Brooklyn,11215,provini.us,-
Mariella,"492 6th Ave\, Brooklyn\, NY 11215",(718) 499-2132,492 6th Ave, Brooklyn,11215,mariellaslope.com,-
Palo Santo,"652 Union St\, Brooklyn\, NY 11215",(718) 636-6311,652 Union St, Brooklyn,11215,palosantorestaurant.com,-
Chela,"408 5th Ave\, Brooklyn\, NY 11215",(718) 701-1891,408 5th Ave, Brooklyn,11215,chelaparkslope.com,-
South Slope Restaurant & Bar,"486 5th Ave\, Brooklyn\, NY 11215",(718) 499-0005,486 5th Ave, Brooklyn,11215,southslopeeatery486.com,-
Windsor Tavern,"256 Prospect Park West\, Brooklyn\, NY 11215",(718) 788-7800,256 Prospect Park West, Brooklyn,11215,windsortavernbklyn.com,-
Scottadito Osteria Toscana,"788A Union St\, Brooklyn\, NY 11215",(718) 636-4800,788A Union St, Brooklyn,11215,scottadito.com,-
SottoVoce,"225 7th Ave\, Brooklyn\, NY 11215",(718) 369-9322,225 7th Ave, Brooklyn,11215,sottovocerestaurant.com,-
Fonda,"434 7th Ave\, Brooklyn\, NY 11215",(718) 369-3144,434 7th Ave, Brooklyn,11215,fondarestaurant.com,-
Piccoli Trattoria,"522 6th Ave\, Brooklyn\, NY 11215",(718) 788-0066,522 6th Ave, Brooklyn,11215,piccoliny.com,-
Bar Crudo,"412 5th Ave\, Brooklyn\, NY 11215",(718) 701-1894,412 5th Ave, Brooklyn,11215,barcrudobk.com,-
Bricolage,"162 5th Ave\, Brooklyn\, NY 11217",(718) 230-1835,162 5th Ave, Brooklyn,11217,bricolage.nyc,-
Flora,"1021 8th Ave\, Brooklyn\, NY 11215",(347) 844-9480,1021 8th Ave, Brooklyn,11215,floranyc.com,-
Bar Toto,"411 11th St\, Brooklyn\, NY 11215",(718) 768-4698,411 11th St, Brooklyn,11215,bartoto.com,-
Stone Park Cafe,"324 5th Ave\, Brooklyn\, NY 11215",(718) 369-0082,324 5th Ave, Brooklyn,11215,stoneparkcafe.com,-
tava turkish and mediterranean,"318 5th Ave\, Brooklyn\, NY 11215",(718) 499-5600,318 5th Ave, Brooklyn,11215,tavany.com,-
Casa Azul,"369 7th Ave\, Brooklyn\, NY 11215",(929) 337-6767,369 7th Ave, Brooklyn,11215,casaazulnyc.com,-
Benchmark Restaurant,"339A 2nd St\, Brooklyn\, NY 11215",(718) 965-7040,339A 2nd St, Brooklyn,11215,benchmarkrestaurant.com,-
Olivier Bistro,"469 4th Ave\, Brooklyn\, NY 11215",(718) 768-6600,469 4th Ave, Brooklyn,11215,olivierbistro.com,-
Istanbul Park,"293 7th Ave\, Brooklyn\, NY 11215",(718) 832-3400,293 7th Ave, Brooklyn,11215,istanbulparkbrooklynny.com,-
Pasta Louise Cafe,"803 8th Ave\, Brooklyn\, NY 11215",(347) 725-3883,803 8th Ave, Brooklyn,11215,pastalouise.com,-
Stella\'s,"321 9th St\, Brooklyn\, NY 11215",(347) 987-4164,321 9th St, Brooklyn,11215,stellascaribbean.com,-
al di la Trattoria,"248 5th Ave\, Brooklyn\, NY 11215",(718) 783-4565,248 5th Ave, Brooklyn,11215,aldilatrattoria.com,-
Little Purity,"390 7th Ave\, Brooklyn\, NY 11215",(718) 369-1722,390 7th Ave, Brooklyn,11215,N/A,-
Terre,"341 5th Ave\, Brooklyn\, NY 11215",(718) 788-2285,341 5th Ave, Brooklyn,11215,terrebk.com,-
SweetTalk,"457 3rd Ave\, Brooklyn\, NY 11215",(718) 499-3400,457 3rd Ave, Brooklyn,11215,sweettalkbrooklyn.com,-
Colombia in Park Slope,"376 5th Ave\, Brooklyn\, NY 11215",(718) 369-2020,376 5th Ave, Brooklyn,11215,colombiany.com,-
Tutt\'Appost,"289 5th Ave\, Brooklyn\, NY 11215",(347) 889-6904,289 5th Ave, Brooklyn,11215,tuttappostbk.com,-
Jai Dee,"420 7th Ave\, Brooklyn\, NY 11215",(718) 832-1611,420 7th Ave, Brooklyn,11215,business.site,-
Song,"295 5th Ave\, Brooklyn\, NY 11215",(718) 965-1108,295 5th Ave, Brooklyn,11215,songbrooklyn.com,-
Da Nonna Rosa,"140 7th Ave\, Brooklyn\, NY 11215",(718) 788-6225,140 7th Ave, Brooklyn,11215,danonnarosas.com,-
taim,"341 7th Ave\, Brooklyn\, NY 11215",(347) 599-0119,341 7th Ave, Brooklyn,11215,taimkitchen.com,-
Brasserie Le Mistral,"330 5th St\, Brooklyn\, NY 11215",(844) 841-9019,330 5th St, Brooklyn,11215,brasserielemistralnyc.com,-
LORE,"441 7th Ave\, Brooklyn\, NY 11215",(347) 599-0300,441 7th Ave, Brooklyn,11215,lorebrooklyn.com,-
Menya & Izakaya,"369 5th Ave\, Brooklyn\, NY 11215",(347) 335-0629,369 5th Ave, Brooklyn,11215,menyanewyork.com,-
Pasta Louise Restaurant,"1114 8th Ave\, Brooklyn\, NY 11215",(347) 725-3883,1114 8th Ave, Brooklyn,11215,pastalouise.com,-
Mezcal\'s,"223 5th Ave\, Brooklyn\, NY 11215",(718) 783-3276,223 5th Ave, Brooklyn,11215,mezcalsmexican.com,-
Krupa Grocery,"231 Prospect Park West\, Brooklyn\, NY 11215",(718) 709-7098,231 Prospect Park West, Brooklyn,11215,krupagrocery.com,-
Park Slope Ale House,"356 6th Ave\, Brooklyn\, NY 11215",(718) 788-1756,356 6th Ave, Brooklyn,11215,parkslopealehouse.com,-
Terrace Restaurant & Bakery,"280 5th Ave\, Brooklyn\, NY 11215",(929) 624-2646,280 5th Ave, Brooklyn,11215,terracerestaurantbk.com,-
Simply Greek,"242 5th Ave\, Brooklyn\, NY 11215",(718) 304-8155,242 5th Ave, Brooklyn,11215,simplygreekparkslope.com,-
Miriam,"79 5th Ave\, Brooklyn\, NY 11217",(201) 933-0371,79 5th Ave, Brooklyn,11217,miriamrestaurant.com,-
Nuevo Mexico,"489 5th Ave\, Brooklyn\, NY 11215",(718) 832-0050,489 5th Ave, Brooklyn,11215,nuevosmexico.net,-
One More Charm Thai,"236 7th Ave\, Brooklyn\, NY 11215",(929) 250-2052,236 7th Ave, Brooklyn,11215,onemorecharm.com,-
Botte Di Vino,"293 7th Ave\, Brooklyn\, NY 11215",(718) 499-4741,293 7th Ave, Brooklyn,11215,bottedivinoparkslope.com,-
Bedawi Cafe,"266R Prospect Park West\, Brooklyn\, NY 11215",(718) 499-3444,266R Prospect Park West, Brooklyn,11215,bedawicafe.com,-
Runner Up,"367 7th Ave\, Brooklyn\, NY 11215",N/A,367 7th Ave, Brooklyn,11215,N/A,-
Yamato,"168 7th Ave\, Brooklyn\, NY 11215",(718) 840-0099,168 7th Ave, Brooklyn,11215,orderyamato.com,-
Flatiron steakhouse,"397 5th Ave\, Brooklyn\, NY 11215",(718) 965-4000,397 5th Ave, Brooklyn,11215,flatironrestaurant.com,-
Fondita,"577 5th Ave\, Brooklyn\, NY 11215",(718) 313-3856,577 5th Ave, Brooklyn,11215,fondita.getsauce.com,-
Pita Pan,"167 7th Ave\, Brooklyn\, NY 11215",(718) 832-3876,167 7th Ave, Brooklyn,11215,pitapannewyork.com,-
Panchita\'s Place,"709 5th Ave\, Brooklyn\, NY 11215",(917) 909-0404,709 5th Ave, Brooklyn,11215,panchitasplace.com,-
Grand Canyon Diner,"179 7th Ave\, Brooklyn\, NY 11215",(718) 499-3660,179 7th Ave, Brooklyn,11215,N/A,-
Sushi Katsuei,"210 7th Ave\, Brooklyn\, NY 11215",(718) 788-5338,210 7th Ave, Brooklyn,11215,sushikatsuei.com,-
Ten,"440 7th Ave\, Brooklyn\, NY 11215",(718) 768-9888,440 7th Ave, Brooklyn,11215,tensushi.us,-
Luck Thai,"386 5th Ave\, Brooklyn\, NY 11215",(718) 499-1888,386 5th Ave, Brooklyn,11215,luckthai.nyc,-
México Auténtico,"396 6th Ave\, Brooklyn\, NY 11215",(718) 369-0849,396 6th Ave, Brooklyn,11215,mexicoautenticonyc.com,-
Sea Witch,"703 5th Ave\, Brooklyn\, NY 11215",(347) 227-7166,703 5th Ave, Brooklyn,11215,seawitchnyc.com,-
Dumplings & Things,"375 5th Ave Ste. B\, Brooklyn\, NY 11215",(718) 768-2200,375 5th Ave Ste. B, Brooklyn,11215,N/A,-
flamingoBABY Kitchen,"787 Union St\, Brooklyn\, NY 11215",(929) 298-0100,787 Union St, Brooklyn,11215,flamingobabybk.com,-
Haenyeo,"239 5th Ave\, Brooklyn\, NY 11215",(718) 213-2290,239 5th Ave, Brooklyn,11215,haenyeobk.com,-
Surfish Bistro,"550 3rd Ave\, Brooklyn\, NY 11215",(718) 788-8070,550 3rd Ave, Brooklyn,11215,surfishbistro.com,-
Fifth Avenue Diner,"432 5th Ave\, Brooklyn\, NY 11215",N/A,432 5th Ave, Brooklyn,11215,N/A,-
Zatar Cafe & Bistro,"1201 8th Ave\, Brooklyn\, NY 11215",(929) 252-1287,1201 8th Ave, Brooklyn,11215,zatar.nyc,-
Brooklyn Burgers & Beer,"259 5th Ave\, Brooklyn\, NY 11215",(718) 788-1458,259 5th Ave, Brooklyn,11215,brooklynburgersandbeer.com,-
Burger Village,"222 7th Ave\, Brooklyn\, NY 11215",(718) 499-4165,222 7th Ave, Brooklyn,11215,burgervillage.com,-
El Viejo Yayo 2,"317 9th St\, Brooklyn\, NY 11215",(718) 965-7299,317 9th St, Brooklyn,11215,yayo2.com,-
Negril BK,"256 5th Ave\, Brooklyn\, NY 11215",(347) 721-3801,256 5th Ave, Brooklyn,11215,negrilbk.com,-
Daisy\'s Diner,"452 5th Ave\, Brooklyn\, NY 11215",(718) 788-1438,452 5th Ave, Brooklyn,11215,daisysdiner.dine.online,-
Alma Negra,"494 4th Ave\, Brooklyn\, NY 11215",(917) 909-0339,494 4th Ave, Brooklyn,11215,almanegranyc.com,-
Bareburger,"170 7th Ave\, Brooklyn\, NY 11215",(718) 768-2273,170 7th Ave, Brooklyn,11215,bareburger.com,-
Fatty Daddy Taco,"310 9th St\, Brooklyn\, NY 11215",(718) 499-8226,310 9th St, Brooklyn,11215,N/A,-
Taheni,"224 4th Ave\, Brooklyn\, NY 11215",(718) 522-2083,224 4th Ave, Brooklyn,11215,taheni.com,-
Claro,"284 3rd Ave\, Brooklyn\, NY 11215",(347) 721-3126,284 3rd Ave, Brooklyn,11215,clarobk.com,-
Windsor Cafe,"220 Prospect Park West\, Brooklyn\, NY 11215",(718) 788-9700,220 Prospect Park West, Brooklyn,11215,windsorcafe.getsauce.com,-
Tenichi Ramen,"382 7th Ave\, Brooklyn\, NY 11215",(862) 282-1963,382 7th Ave, Brooklyn,11215,tenichiramen.com,-
Papi\'s Grill,"161 7th Ave\, Brooklyn\, NY 11215",(917) 909-0589,161 7th Ave, Brooklyn,11215,papisgrillbrooklyn.com,-
The Dram Shop Bar,"339 9th St\, Brooklyn\, NY 11215",(718) 788-1444,339 9th St, Brooklyn,11215,dramshopbrooklyn.com,-
Java,"455 7th Ave\, Brooklyn\, NY 11215",(718) 832-4583,455 7th Ave, Brooklyn,11215,javaindonesianbk.com,-
Giuseppina\'s,"691 6th Ave\, Brooklyn\, NY 11215",(718) 499-5052,691 6th Ave, Brooklyn,11215,giuseppinasbrickovenpizza.com,-
El Continental,"672 5th Ave\, Brooklyn\, NY 11215",(718) 832-1327,672 5th Ave, Brooklyn,11215,business.site,-
Tex-Mex,"299 7th Ave\, Brooklyn\, NY 11215",(718) 499-9882,299 7th Ave, Brooklyn,11215,N/A,-
Bogota Latin Bistro,"141 5th Ave\, Brooklyn\, NY 11217",(718) 230-3805,141 5th Ave, Brooklyn,11217,bogotabistro.com,-
Bonnie\'s Grill,"278 5th Ave\, Brooklyn\, NY 11215",(718) 369-9527,278 5th Ave, Brooklyn,11215,eatatbonnies.com,-
Indian Spice,"351 7th Ave #4320\, Brooklyn\, NY 11215",(718) 768-7777,351 7th Ave #4320, Brooklyn,11215,indianspicenewyork.us,-
Couleur Café,"435 7th Ave\, Brooklyn\, NY 11215",(718) 788-6600,435 7th Ave, Brooklyn,11215,couleurcafeny.com,-
JPan Sushi,"287 5th Ave\, Brooklyn\, NY 11215",(718) 788-2880,287 5th Ave, Brooklyn,11215,N/A,-
Peppino\'s,"469 5th Ave\, Brooklyn\, NY 11215",(718) 768-0176,469 5th Ave, Brooklyn,11215,ilovepeppinos.com,-
Empanada Loca - Park Slope,"606 5th Ave\, Brooklyn\, NY 11215",(718) 369-2118,606 5th Ave, Brooklyn,11215,empanadaloca.com,-
Public Display of Affection,"669 Union St\, Brooklyn\, NY 11215",(718) 734-8840,669 Union St, Brooklyn,11215,pdapizza.com,-
Smiling Pizzeria,"323 7th Ave\, Brooklyn\, NY 11215",(718) 788-2137,323 7th Ave, Brooklyn,11215,menus.fyi,-
Ottava,"1123 8th Ave\, Brooklyn\, NY 11215",(718) 369-0493,1123 8th Ave, Brooklyn,11215,ottavabrooklyn.com,-
Hanco\'s,"354 7th Ave\, Brooklyn\, NY 11215",(718) 499-8081,354 7th Ave, Brooklyn,11215,hancos.com,-
Pablito\'s,"723 5th Ave\, Brooklyn\, NY 11215",(718) 499-4735,723 5th Ave, Brooklyn,11215,N/A,-
American Cheez,"444 7th Ave\, Brooklyn\, NY 11215",(347) 725-4665,444 7th Ave, Brooklyn,11215,N/A,-
Naruto Ramen,"276 5th Ave\, Brooklyn\, NY 11215",(718) 832-1111,276 5th Ave, Brooklyn,11215,narutoramenbrooklyn.com,-
Lucy\'s Vietnamese - Bedford Stuyvesant,"1111 Bedford Ave\, Brooklyn\, NY 11216",(718) 885-4446,1111 Bedford Ave, Brooklyn,11216,bedstuy.lucysvietnamese.com,-
Fulton Food Court,"1178 Fulton St\, Brooklyn\, NY 11216",(347) 789-5997,1178 Fulton St, Brooklyn,11216,N/A,-
Room 24k,"10 Herkimer St\, Brooklyn\, NY 11216",(212) 365-0736,10 Herkimer St, Brooklyn,11216,its24k.com,-
Bleu Fin,"633 Nostrand Ave.\, Brooklyn\, NY 11216",(347) 365-6102,633 Nostrand Ave., Brooklyn,11216,bleu-fin.com,-
Peaches HotHouse,"415 Tompkins Ave\, Brooklyn\, NY 11216",(718) 483-9111,415 Tompkins Ave, Brooklyn,11216,bcrestaurantgroup.com,-
Gee\'s Caribbean Restaurant,"770 Nostrand Ave.\, Brooklyn\, NY 11216",(347) 240-9590,770 Nostrand Ave., Brooklyn,11216,geescaribbean.com,-
La Ñapa,"656 Nostrand Ave.\, Brooklyn\, NY 11216",(347) 435-0920,656 Nostrand Ave., Brooklyn,11216,lanapamarket.com,-
Cielito Lindo Bistro,"665 Nostrand Ave.\, Brooklyn\, NY 11216",(347) 425-1140,665 Nostrand Ave., Brooklyn,11216,getsauce.com,-
Wing Cheong,"1389 Fulton St\, Brooklyn\, NY 11216",(718) 622-4720,1389 Fulton St, Brooklyn,11216,N/A,-
Chris,"613 Nostrand Ave.\, Brooklyn\, NY 11216",(347) 240-1669,613 Nostrand Ave., Brooklyn,11216,N/A,-
Peppa\'s Jerk Chicken,"791 Prospect Pl\, Brooklyn\, NY 11216",(718) 450-3976,791 Prospect Pl, Brooklyn,11216,peppasonline.com,-
India House,"586 Nostrand Ave.\, Brooklyn\, NY 11216",(718) 857-7011,586 Nostrand Ave., Brooklyn,11216,brooklynindiahouse.com,-
J C Mar,"736 Nostrand Ave.\, Brooklyn\, NY 11216",(718) 773-5238,736 Nostrand Ave., Brooklyn,11216,N/A,-
Savvy Bistro and Bar,"710 Nostrand Ave.\, Brooklyn\, NY 11216",(347) 657-6101,710 Nostrand Ave., Brooklyn,11216,savvybistro.com,-
Burger King,"1297 Fulton St\, Brooklyn\, NY 11216",(347) 533-9880,1297 Fulton St, Brooklyn,11216,burgerking.com,-
Pattie Hut & Grill,"516 Nostrand Ave.\, Brooklyn\, NY 11216",(718) 622-7222,516 Nostrand Ave., Brooklyn,11216,instagram.com,-
TreeHouse BK,"417 Marcus Garvey Blvd\, Brooklyn\, NY 11216",N/A,417 Marcus Garvey Blvd, Brooklyn,11216,N/A,-
Tak King,"1367 Fulton St\, Brooklyn\, NY 11216",(718) 399-1828,1367 Fulton St, Brooklyn,11216,takkingbrooklyn.com,-
Applebee\'s Grill + Bar,"1360 Fulton St\, Brooklyn\, NY 11216",(718) 943-8000,1360 Fulton St, Brooklyn,11216,restaurants.applebees.com,-
